		Sample ID	Filename	File Size	Release	Haplotype	AWS FASTA	Biosample Accession	Family ID	FASTA MD5	FASTA SHA-256	Population Abbreviation	Population Descriptor
		HG04204	HG04204_mat_hprc_r2_v1.0.1.fa.gz	901830256	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04204/assemblies/freeze_2/HG04204_mat_hprc_r2_v1.0.1.fa.gz	SAMN26267390	ST006	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04204/assemblies/freeze_2/HG04204_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	STU	Sri Lankan Tamil in the UK
		HG04204	HG04204_pat_hprc_r2_v1.0.1.fa.gz	867000467	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04204/assemblies/freeze_2/HG04204_pat_hprc_r2_v1.0.1.fa.gz	SAMN26267390	ST006	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04204/assemblies/freeze_2/HG04204_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	STU	Sri Lankan Tamil in the UK
		HG04228	HG04228_mat_hprc_r2_v1.0.1.fa.gz	899032051	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04228/assemblies/freeze_2/HG04228_mat_hprc_r2_v1.0.1.fa.gz	SAMN26267391	ST232	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04228/assemblies/freeze_2/HG04228_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	STU	Sri Lankan Tamil in the UK
		HG04228	HG04228_pat_hprc_r2_v1.0.1.fa.gz	866181556	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04228/assemblies/freeze_2/HG04228_pat_hprc_r2_v1.0.1.fa.gz	SAMN26267391	ST232	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04228/assemblies/freeze_2/HG04228_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	STU	Sri Lankan Tamil in the UK
		HG06807	HG06807_mat_v1.0.genbank.fa.gz	899652725	2	maternal	s3://human-pangenomics/working/HPRC_PLUS/HG06807/assemblies/genbank/HG06807_mat_v1.0.genbank.fa.gz	SAMN33621959	Unspecified	s3://human-pangenomics/working/HPRC_PLUS/HG06807/assemblies/genbank/HG06807_mat_v1.0.genbank.fa.gz.md5	N/A	ASL	African Americans living in St. Louis, Missouri
		HG06807	HG06807_pat_v1.0.genbank.fa.gz	899498526	2	paternal	s3://human-pangenomics/working/HPRC_PLUS/HG06807/assemblies/genbank/HG06807_pat_v1.0.genbank.fa.gz	SAMN33621959	Unspecified	s3://human-pangenomics/working/HPRC_PLUS/HG06807/assemblies/genbank/HG06807_pat_v1.0.genbank.fa.gz.md5	N/A	ASL	African Americans living in St. Louis, Missouri
		NA18505	NA18505_hap2_hprc_r2_v1.0.1.fa.gz	903231325	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18505/assemblies/freeze_2/NA18505_hap2_hprc_r2_v1.0.1.fa.gz	SAMN41021643	Y005	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18505/assemblies/freeze_2/NA18505_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	YRI	Yoruba in Ibadan, Nigeria
		NA18505	NA18505_hap1_hprc_r2_v1.0.1.fa.gz	901082934	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18505/assemblies/freeze_2/NA18505_hap1_hprc_r2_v1.0.1.fa.gz	SAMN41021643	Y005	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18505/assemblies/freeze_2/NA18505_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	YRI	Yoruba in Ibadan, Nigeria
		NA18508	NA18508_hap2_hprc_r2_v1.0.1.fa.gz	903773441	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18508/assemblies/freeze_2/NA18508_hap2_hprc_r2_v1.0.1.fa.gz	SAMN41021626	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18508/assemblies/freeze_2/NA18508_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	YRI	Yoruba in Ibadan, Nigeria
		NA18508	NA18508_hap1_hprc_r2_v1.0.1.fa.gz	899703151	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18508/assemblies/freeze_2/NA18508_hap1_hprc_r2_v1.0.1.fa.gz	SAMN41021626	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18508/assemblies/freeze_2/NA18508_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	YRI	Yoruba in Ibadan, Nigeria
		NA18522	NA18522_hap2_hprc_r2_v1.0.1.fa.gz	901570980	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18522/assemblies/freeze_2/NA18522_hap2_hprc_r2_v1.0.1.fa.gz	SAMN33758796	Y016	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18522/assemblies/freeze_2/NA18522_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	YRI	Yoruba in Ibadan, Nigeria
		NA18522	NA18522_hap1_hprc_r2_v1.0.1.fa.gz	868761215	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18522/assemblies/freeze_2/NA18522_hap1_hprc_r2_v1.0.1.fa.gz	SAMN33758796	Y016	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18522/assemblies/freeze_2/NA18522_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	YRI	Yoruba in Ibadan, Nigeria
		NA18565	NA18565_hap2_hprc_r2_v1.0.1.fa.gz	900708215	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18565/assemblies/freeze_2/NA18565_hap2_hprc_r2_v1.0.1.fa.gz	SAMN41021669	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18565/assemblies/freeze_2/NA18565_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	CHB	Han Chinese in Beijing, China
		NA18565	NA18565_hap1_hprc_r2_v1.0.1.fa.gz	901897965	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18565/assemblies/freeze_2/NA18565_hap1_hprc_r2_v1.0.1.fa.gz	SAMN41021669	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18565/assemblies/freeze_2/NA18565_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	CHB	Han Chinese in Beijing, China
		NA18570	NA18570_hap2_hprc_r2_v1.0.1.fa.gz	902129085	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18570/assemblies/freeze_2/NA18570_hap2_hprc_r2_v1.0.1.fa.gz	SAMN37797086	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18570/assemblies/freeze_2/NA18570_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	CHB	Han Chinese in Beijing, China
		NA18570	NA18570_hap1_hprc_r2_v1.0.1.fa.gz	901205388	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18570/assemblies/freeze_2/NA18570_hap1_hprc_r2_v1.0.1.fa.gz	SAMN37797086	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18570/assemblies/freeze_2/NA18570_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	CHB	Han Chinese in Beijing, China
		NA18608	NA18608_hap2_hprc_r2_v1.0.1.fa.gz	898269728	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18608/assemblies/freeze_2/NA18608_hap2_hprc_r2_v1.0.1.fa.gz	SAMN41021619	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18608/assemblies/freeze_2/NA18608_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	CHB	Han Chinese in Beijing, China
		NA18608	NA18608_hap1_hprc_r2_v1.0.1.fa.gz	868103281	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18608/assemblies/freeze_2/NA18608_hap1_hprc_r2_v1.0.1.fa.gz	SAMN41021619	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18608/assemblies/freeze_2/NA18608_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	CHB	Han Chinese in Beijing, China
		NA18620	NA18620_hap2_hprc_r2_v1.0.1.fa.gz	904517875	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18620/assemblies/freeze_2/NA18620_hap2_hprc_r2_v1.0.1.fa.gz	SAMN41021618	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18620/assemblies/freeze_2/NA18620_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	CHB	Han Chinese in Beijing, China
		NA18620	NA18620_hap1_hprc_r2_v1.0.1.fa.gz	868986732	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18620/assemblies/freeze_2/NA18620_hap1_hprc_r2_v1.0.1.fa.gz	SAMN41021618	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18620/assemblies/freeze_2/NA18620_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	CHB	Han Chinese in Beijing, China
		NA18747	NA18747_hap2_hprc_r2_v1.0.1.fa.gz	900528618	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18747/assemblies/freeze_2/NA18747_hap2_hprc_r2_v1.0.1.fa.gz	SAMN33758797	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18747/assemblies/freeze_2/NA18747_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	CHB	Han Chinese in Beijing, China
		NA18747	NA18747_hap1_hprc_r2_v1.0.1.fa.gz	866369561	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18747/assemblies/freeze_2/NA18747_hap1_hprc_r2_v1.0.1.fa.gz	SAMN33758797	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18747/assemblies/freeze_2/NA18747_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	CHB	Han Chinese in Beijing, China
		NA18879	NA18879_hap2_hprc_r2_v1.0.1.fa.gz	903731405	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18879/assemblies/freeze_2/NA18879_hap2_hprc_r2_v1.0.1.fa.gz	SAMN41021661	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18879/assemblies/freeze_2/NA18879_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	YRI	Yoruba in Ibadan, Nigeria
		NA18879	NA18879_hap1_hprc_r2_v1.0.1.fa.gz	870985113	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18879/assemblies/freeze_2/NA18879_hap1_hprc_r2_v1.0.1.fa.gz	SAMN41021661	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18879/assemblies/freeze_2/NA18879_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	YRI	Yoruba in Ibadan, Nigeria
		NA18906	NA18906.maternal.f1_assembly_v2_genbank.fa.gz	879888099	1	maternal	s3://human-pangenomics/working/HPRC_PLUS/NA18906/assemblies/year1_f1_assembly_v2_genbank/NA18906.maternal.f1_assembly_v2_genbank.fa.gz	SAMN13957875	Unspecified	N/A	1f5d8d95193fa1869b1b3c7142d4c7c4037f92002100c775e6fdc230b861721c	YRI	Yoruba in Ibadan, Nigeria
		NA18906	NA18906_mat_hprc_r2_v1.0.1.fa.gz	902187488	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18906/assemblies/freeze_2/NA18906_mat_hprc_r2_v1.0.1.fa.gz	SAMN13957875	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18906/assemblies/freeze_2/NA18906_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	YRI	Yoruba in Ibadan, Nigeria
		NA18906	NA18906.paternal.f1_assembly_v2_genbank.fa.gz	879638534	1	paternal	s3://human-pangenomics/working/HPRC_PLUS/NA18906/assemblies/year1_f1_assembly_v2_genbank/NA18906.paternal.f1_assembly_v2_genbank.fa.gz	SAMN13957875	Unspecified	N/A	f25083f23e1f6c6c68b5ceeaddbae02d1f4d0ae6233333b58329532d6a99dbb4	YRI	Yoruba in Ibadan, Nigeria
		NA18906	NA18906_pat_hprc_r2_v1.0.1.fa.gz	903633222	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18906/assemblies/freeze_2/NA18906_pat_hprc_r2_v1.0.1.fa.gz	SAMN13957875	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18906/assemblies/freeze_2/NA18906_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	YRI	Yoruba in Ibadan, Nigeria
		NA18940	NA18940_hap2_hprc_r2_v1.0.1.fa.gz	892359122	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18940/assemblies/freeze_2/NA18940_hap2_hprc_r2_v1.0.1.fa.gz	SAMN44671128	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18940/assemblies/freeze_2/NA18940_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA18940	NA18940_hap1_hprc_r2_v1.0.1.fa.gz	859369310	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18940/assemblies/freeze_2/NA18940_hap1_hprc_r2_v1.0.1.fa.gz	SAMN44671128	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18940/assemblies/freeze_2/NA18940_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA18943	NA18943_hap2_hprc_r2_v1.0.1.fa.gz	901229411	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18943/assemblies/freeze_2/NA18943_hap2_hprc_r2_v1.0.1.fa.gz	SAMN44671129	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18943/assemblies/freeze_2/NA18943_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA18943	NA18943_hap1_hprc_r2_v1.0.1.fa.gz	866201949	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18943/assemblies/freeze_2/NA18943_hap1_hprc_r2_v1.0.1.fa.gz	SAMN44671129	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18943/assemblies/freeze_2/NA18943_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA18944	NA18944_hap2_hprc_r2_v1.0.1.fa.gz	903053966	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18944/assemblies/freeze_2/NA18944_hap2_hprc_r2_v1.0.1.fa.gz	SAMN44671130	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18944/assemblies/freeze_2/NA18944_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA18944	NA18944_hap1_hprc_r2_v1.0.1.fa.gz	865764372	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18944/assemblies/freeze_2/NA18944_hap1_hprc_r2_v1.0.1.fa.gz	SAMN44671130	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18944/assemblies/freeze_2/NA18944_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA18945	NA18945_hap2_hprc_r2_v1.0.1.fa.gz	898832708	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18945/assemblies/freeze_2/NA18945_hap2_hprc_r2_v1.0.1.fa.gz	SAMN44671131	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18945/assemblies/freeze_2/NA18945_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA18945	NA18945_hap1_hprc_r2_v1.0.1.fa.gz	863858015	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18945/assemblies/freeze_2/NA18945_hap1_hprc_r2_v1.0.1.fa.gz	SAMN44671131	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18945/assemblies/freeze_2/NA18945_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA18948	NA18948_hap2_hprc_r2_v1.0.1.fa.gz	904275895	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18948/assemblies/freeze_2/NA18948_hap2_hprc_r2_v1.0.1.fa.gz	SAMN44671132	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18948/assemblies/freeze_2/NA18948_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA18948	NA18948_hap1_hprc_r2_v1.0.1.fa.gz	863365846	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18948/assemblies/freeze_2/NA18948_hap1_hprc_r2_v1.0.1.fa.gz	SAMN44671132	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18948/assemblies/freeze_2/NA18948_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA18952	NA18952_hap2_hprc_r2_v1.0.1.fa.gz	899512302	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18952/assemblies/freeze_2/NA18952_hap2_hprc_r2_v1.0.1.fa.gz	SAMN41021621	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18952/assemblies/freeze_2/NA18952_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA18952	NA18952_hap1_hprc_r2_v1.0.1.fa.gz	866979962	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18952/assemblies/freeze_2/NA18952_hap1_hprc_r2_v1.0.1.fa.gz	SAMN41021621	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18952/assemblies/freeze_2/NA18952_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA18959	NA18959_hap2_hprc_r2_v1.0.1.fa.gz	909218037	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18959/assemblies/freeze_2/NA18959_hap2_hprc_r2_v1.0.1.fa.gz	SAMN44671133	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18959/assemblies/freeze_2/NA18959_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA18959	NA18959_hap1_hprc_r2_v1.0.1.fa.gz	862809422	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18959/assemblies/freeze_2/NA18959_hap1_hprc_r2_v1.0.1.fa.gz	SAMN44671133	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18959/assemblies/freeze_2/NA18959_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA18960	NA18960_hap2_hprc_r2_v1.0.1.fa.gz	899846440	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18960/assemblies/freeze_2/NA18960_hap2_hprc_r2_v1.0.1.fa.gz	SAMN44671134	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18960/assemblies/freeze_2/NA18960_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA18960	NA18960_hap1_hprc_r2_v1.0.1.fa.gz	867375501	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18960/assemblies/freeze_2/NA18960_hap1_hprc_r2_v1.0.1.fa.gz	SAMN44671134	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18960/assemblies/freeze_2/NA18960_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA18967	NA18967_hap2_hprc_r2_v1.0.1.fa.gz	898146118	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18967/assemblies/freeze_2/NA18967_hap2_hprc_r2_v1.0.1.fa.gz	SAMN44671135	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18967/assemblies/freeze_2/NA18967_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA18967	NA18967_hap1_hprc_r2_v1.0.1.fa.gz	871512099	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18967/assemblies/freeze_2/NA18967_hap1_hprc_r2_v1.0.1.fa.gz	SAMN44671135	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18967/assemblies/freeze_2/NA18967_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA18970	NA18970_hap2_hprc_r2_v1.0.1.fa.gz	904009255	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18970/assemblies/freeze_2/NA18970_hap2_hprc_r2_v1.0.1.fa.gz	SAMN44671136	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18970/assemblies/freeze_2/NA18970_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA18970	NA18970_hap1_hprc_r2_v1.0.1.fa.gz	863526760	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18970/assemblies/freeze_2/NA18970_hap1_hprc_r2_v1.0.1.fa.gz	SAMN44671136	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18970/assemblies/freeze_2/NA18970_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
		NA18971	NA18971_hap2_hprc_r2_v1.0.1.fa.gz	898592122	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18971/assemblies/freeze_2/NA18971_hap2_hprc_r2_v1.0.1.fa.gz	SAMN33621961	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18971/assemblies/freeze_2/NA18971_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	JPT	Japanese in Tokyo, Japan
